count,domain,schema,table_name,table_key
7125800,student,saturn,sorlcur,sorlcur_surrogate_id
9273151,student,saturn,sorlfos,sorlfos_surrogate_id
577118,student,saturn,sorpcol,sorpcol_surrogate_id
7915715,student,saturn,sortest,sortest_surrogate_id
2995242,student,saturn,sortspc,sortspc_surrogate_id
1821246,student,saturn,spbpers,spbpers_surrogate_id
6215878,student,saturn,spraddr,spraddr_surrogate_id
1013489,student,saturn,sprapin,sprapin_surrogate_id
2369420,student,saturn,spriden,spriden_surrogate_id
5142778,student,saturn,sprtele,sprtele_surrogate_id
1584493,student,saturn,srbrecr,srbrecr_surrogate_id
582216,student,saturn,srrrsrc,srrrsrc_surrogate_id
717671,student,saturn,ssbsect,ssbsect_surrogate_id
743834,student,saturn,ssrmeet,ssrmeet_surrogate_id
3557233,student,saturn,ssrrlvl,ssrrlvl_surrogate_id
530591,student,saturn,ssrrtst,ssrrtst_surrogate_id
94938,ar,taismgr,tbbacct,none
3666,ar,taismgr,tbbcont,none
20010,ar,taismgr,tbbcprf,none
37996,ar,taismgr,tbbcstu,none
1,ar,taismgr,tbbctrl,none
23,ar,taismgr,tbbdepc,none
9202,ar,taismgr,tbbdetc,none
16119,ar,taismgr,tbbeact,none
44447,ar,taismgr,tbbestu,none
1,ar,taismgr,tbbetbd,none
2858,ar,taismgr,tbbexpt,none
260404,ar,taismgr,tbbmisc,none
2,ar,taismgr,tbbretc,none
20526,ar,taismgr,tbracct,none
27450,ar,taismgr,tbrcolc,none
19044,ar,taismgr,tbrcpdt,none
93525,ar,taismgr,tbrdepo,none
741,ar,taismgr,tbrmemo,none
263178,ar,taismgr,trraccd,none
170078,ar,taismgr,trrappl,none
8,ar,taismgr,ttvbill,none
73,ar,taismgr,ttvdcat,none
11,ar,taismgr,ttvdeli,none
5,ar,taismgr,ttvdtyp,none
8,ar,taismgr,ttvhold,none
2,ar,taismgr,ttvpayt,none
5,ar,taismgr,ttvrept,none
25,ar,taismgr,ttvsrce,none
5,ar,taismgr,ttvtprc,none
76,ar,taismgr,turvers,none
131798,ar,taismgr,twbrvca,none
32608189,ar,taismgr,tbraccd,tbraccd_surrogate_id
43269410,ar,taismgr,tbrappl,tbrappl_pidm
2836442,ar,taismgr,tbrmisd,tbrmisd_tran_number
796913,ar,taismgr,ttbtaxn,ttbtaxn_surrogate_id
